car: retangulo: - x:9750.000000 - y:0.000000 - w:11700.000000 - h:2724.000000
cep quadra:b8-1.76, area: 9696.000000
cep quadra:b8-15.139, area: 18810240.000000
cep quadra:b8-15.140, area: 18819936.000000
cep quadra:b8-15.141, area: 18829632.000000
cep quadra:b8-15.142, area: 18839328.000000
cep quadra:b8-15.143, area: 18849024.000000
cep quadra:b8-15.144, area: 18858720.000000
cep quadra:b8-15.145, area: 18868416.000000
cep quadra:b8-15.146, area: 18878112.000000
cep quadra:b8-15.147, area: 18887808.000000
cep quadra:b8-15.148, area: 18897504.000000
cep quadra:b8-15.149, area: 18907200.000000
cep quadra:b8-15.150, area: 18916896.000000
cep quadra:b8-15.151, area: 18926592.000000
cep quadra:b8-15.152, area: 18936288.000000
cep quadra:b8-15.153, area: 18945984.000000
cep quadra:b8-15.154, area: 18955680.000000
cep quadra:b8-15.155, area: 18965376.000000
cep quadra:b8-15.156, area: 18975072.000000
cep quadra:b8-15.157, area: 18984768.000000
cep quadra:b8-15.158, area: 18994464.000000
cep quadra:b8-15.159, area: 19004160.000000
cep quadra:b8-15.160, area: 19013856.000000
cep quadra:b8-15.161, area: 19023552.000000
cep quadra:b8-15.162, area: 19033248.000000
cep quadra:b8-15.163, area: 19042944.000000
cep quadra:b8-15.164, area: 19052640.000000
cep quadra:b8-15.165, area: 19062336.000000
cep quadra:b8-15.166, area: 19072032.000000
cep quadra:b8-15.167, area: 19081728.000000
cep quadra:b8-15.168, area: 19091424.000000
cep quadra:b8-15.169, area: 19101120.000000
cep quadra:b8-15.170, area: 19110816.000000
cep quadra:b8-15.171, area: 19120512.000000
cep quadra:b8-15.172, area: 19130208.000000
cep quadra:b8-15.173, area: 19139904.000000
cep quadra:b8-15.174, area: 19149600.000000
cep quadra:b8-15.175, area: 19159296.000000
cep quadra:b8-15.176, area: 19168992.000000
cep quadra:b8-15.177, area: 19178688.000000
cep quadra:b8-15.178, area: 19188384.000000
cep quadra:b8-15.179, area: 19198080.000000
cep quadra:b8-15.180, area: 19207776.000000
cep quadra:b8-15.181, area: 19217472.000000
cep quadra:b8-15.182, area: 19227168.000000
cep quadra:b8-15.183, area: 19236864.000000
cep quadra:b8-15.184, area: 19246560.000000
cep quadra:b8-15.185, area: 19256256.000000
cep quadra:b8-15.186, area: 19265952.000000
cep quadra:b8-15.187, area: 19275648.000000
cep quadra:b8-15.188, area: 19285344.000000
cep quadra:b8-15.189, area: 19295040.000000
cep quadra:b8-15.190, area: 19304736.000000
cep quadra:b8-15.191, area: 19314432.000000
cep quadra:b8-15.192, area: 19324128.000000
cep quadra:b8-15.193, area: 19333824.000000
cep quadra:b8-15.194, area: 19343520.000000
cep quadra:b8-15.195, area: 19353216.000000
cep quadra:b8-15.196, area: 19362912.000000
cep quadra:b8-15.197, area: 19372608.000000
cep quadra:b8-15.198, area: 19382304.000000
cep quadra:b8-15.199, area: 19392000.000000
cep quadra:b8-15.200, area: 19401696.000000
cep quadra:b8-15.201, area: 19411392.000000
cep quadra:b8-15.202, area: 19421088.000000
cep quadra:b8-15.203, area: 19430784.000000
cep quadra:b8-15.204, area: 19440480.000000
cep quadra:b8-15.205, area: 19450176.000000
cep quadra:b8-15.206, area: 19459872.000000
cep quadra:b8-15.207, area: 19469568.000000
cep quadra:b8-15.208, area: 19479264.000000
cep quadra:b8-15.209, area: 19488960.000000
cep quadra:b8-16.76, area: 19498656.000000
cep quadra:b8-16.77, area: 19508352.000000
cep quadra:b8-16.78, area: 19518048.000000
cep quadra:b8-16.79, area: 19527744.000000
cep quadra:b8-16.80, area: 19537440.000000
cep quadra:b8-16.81, area: 19547136.000000
cep quadra:b8-16.82, area: 19556832.000000
cep quadra:b8-16.83, area: 19566528.000000
cep quadra:b8-16.84, area: 19576224.000000
cep quadra:b8-16.85, area: 19585920.000000
cep quadra:b8-16.86, area: 19595616.000000
cep quadra:b8-16.87, area: 19605312.000000
cep quadra:b8-16.88, area: 19615008.000000
cep quadra:b8-16.89, area: 19624704.000000
cep quadra:b8-16.90, area: 19634400.000000
cep quadra:b8-16.91, area: 19644096.000000
cep quadra:b8-16.92, area: 19653792.000000
cep quadra:b8-16.93, area: 19663488.000000
cep quadra:b8-16.94, area: 19673184.000000
cep quadra:b8-16.95, area: 19682880.000000
cep quadra:b8-16.96, area: 19692576.000000
cep quadra:b8-16.97, area: 19702272.000000
cep quadra:b8-16.98, area: 19711968.000000
cep quadra:b8-16.99, area: 19721664.000000
cep quadra:b8-16.100, area: 19731360.000000
cep quadra:b8-16.101, area: 19741056.000000
cep quadra:b8-16.102, area: 19750752.000000
cep quadra:b8-16.103, area: 19760448.000000
cep quadra:b8-16.104, area: 19770144.000000
cep quadra:b8-16.105, area: 19779840.000000
cep quadra:b8-16.106, area: 19789536.000000
cep quadra:b8-16.107, area: 19799232.000000
cep quadra:b8-16.108, area: 19808928.000000
cep quadra:b8-16.109, area: 19818624.000000
cep quadra:b8-16.110, area: 19828320.000000
cep quadra:b8-16.111, area: 19838016.000000
cep quadra:b8-16.112, area: 19847712.000000
cep quadra:b8-16.113, area: 19857408.000000
cep quadra:b8-16.114, area: 19867104.000000
cep quadra:b8-16.115, area: 19876800.000000
cep quadra:b8-16.116, area: 19886496.000000
cep quadra:b8-16.117, area: 19896192.000000
cep quadra:b8-16.118, area: 19905888.000000
cep quadra:b8-16.119, area: 19915584.000000
cep quadra:b8-16.120, area: 19925280.000000
cep quadra:b8-16.121, area: 19934976.000000
cep quadra:b8-16.122, area: 19944672.000000
cep quadra:b8-16.123, area: 19954368.000000
cep quadra:b8-16.124, area: 19964064.000000
cep quadra:b8-16.125, area: 19973760.000000
cep quadra:b8-16.126, area: 19983456.000000
cep quadra:b8-16.127, area: 19993152.000000
cep quadra:b8-16.128, area: 20002848.000000
cep quadra:b8-16.129, area: 20012544.000000
cep quadra:b8-16.130, area: 20022240.000000
cep quadra:b8-16.131, area: 20031936.000000
cep quadra:b8-16.132, area: 20041632.000000
cep quadra:b8-16.133, area: 20051328.000000
cep quadra:b8-16.134, area: 20061024.000000
cep quadra:b8-16.135, area: 20070720.000000
cep quadra:b8-16.136, area: 20080416.000000
cep quadra:b8-16.137, area: 20090112.000000
cep quadra:b8-16.138, area: 20099808.000000
cep quadra:b8-16.139, area: 20109504.000000
cep quadra:b8-16.140, area: 20119200.000000
cep quadra:b8-16.141, area: 20128896.000000
cep quadra:b8-16.142, area: 20138592.000000
cep quadra:b8-16.143, area: 20148288.000000
cep quadra:b8-16.144, area: 20157984.000000
cep quadra:b8-16.145, area: 20167680.000000
cep quadra:b8-16.146, area: 20177376.000000
cep quadra:b8-16.147, area: 20187072.000000
cep quadra:b8-16.148, area: 20196768.000000
cep quadra:b8-16.149, area: 20206464.000000
cep quadra:b8-16.150, area: 20216160.000000
cep quadra:b8-16.151, area: 20225856.000000
cep quadra:b8-16.152, area: 20235552.000000
cep quadra:b8-16.153, area: 20245248.000000
cep quadra:b8-16.154, area: 20254944.000000
cep quadra:b8-16.155, area: 20264640.000000
cep quadra:b8-16.156, area: 20274336.000000
cep quadra:b8-16.157, area: 20284032.000000
cep quadra:b8-16.158, area: 20293728.000000
cep quadra:b8-16.159, area: 20303424.000000
cep quadra:b8-16.160, area: 20313120.000000
cep quadra:b8-16.161, area: 20322816.000000
cep quadra:b8-16.162, area: 20332512.000000
cep quadra:b8-16.163, area: 20342208.000000
cep quadra:b8-16.164, area: 20351904.000000
cep quadra:b8-16.165, area: 20361600.000000
cep quadra:b8-16.166, area: 20371296.000000
cep quadra:b8-16.167, area: 20380992.000000
cep quadra:b8-16.168, area: 20390688.000000
cep quadra:b8-16.169, area: 20400384.000000
cep quadra:b8-16.170, area: 20410080.000000
cep quadra:b8-16.171, area: 20419776.000000
cep quadra:b8-16.172, area: 20429472.000000
cep quadra:b8-16.173, area: 20439168.000000
cep quadra:b8-16.174, area: 20448864.000000
cep quadra:b8-16.175, area: 20458560.000000
cep quadra:b8-16.176, area: 20468256.000000
cep quadra:b8-16.177, area: 20477952.000000
cep quadra:b8-16.178, area: 20487648.000000
cep quadra:b8-16.179, area: 20497344.000000
cep quadra:b8-16.180, area: 20507040.000000
cep quadra:b8-16.181, area: 20516736.000000
cep quadra:b8-16.182, area: 20526432.000000
cep quadra:b8-16.183, area: 20536128.000000
cep quadra:b8-16.184, area: 20545824.000000
cep quadra:b8-16.185, area: 20555520.000000
cep quadra:b8-16.186, area: 20565216.000000
cep quadra:b8-16.187, area: 20574912.000000
cep quadra:b8-16.188, area: 20584608.000000
cep quadra:b8-16.189, area: 20594304.000000
cep quadra:b8-16.190, area: 20604000.000000
cep quadra:b8-16.191, area: 20613696.000000
cep quadra:b8-16.192, area: 20623392.000000
cep quadra:b8-16.193, area: 20633088.000000
cep quadra:b8-16.194, area: 20642784.000000
cep quadra:b8-16.195, area: 20652480.000000
cep quadra:b8-16.196, area: 20662176.000000
cep quadra:b8-16.197, area: 20671872.000000
cep quadra:b8-16.198, area: 20681568.000000
cep quadra:b8-16.199, area: 20691264.000000
cep quadra:b8-16.200, area: 20700960.000000
cep quadra:b8-16.201, area: 20710656.000000
cep quadra:b8-16.202, area: 20720352.000000
cep quadra:b8-16.203, area: 20730048.000000
cep quadra:b8-16.204, area: 20739744.000000
cep quadra:b8-16.205, area: 20749440.000000
cep quadra:b8-16.206, area: 20759136.000000
cep quadra:b8-16.207, area: 20768832.000000
cep quadra:b8-16.208, area: 20778528.000000
cep quadra:b8-16.209, area: 20788224.000000
cep quadra:b8-17.76, area: 20797920.000000
cep quadra:b8-17.77, area: 20807616.000000
cep quadra:b8-17.78, area: 20817312.000000
cep quadra:b8-17.79, area: 20827008.000000
cep quadra:b8-17.80, area: 20836704.000000
cep quadra:b8-17.81, area: 20846400.000000
cep quadra:b8-17.82, area: 20856096.000000
cep quadra:b8-17.83, area: 20865792.000000
cep quadra:b8-17.84, area: 20875488.000000
cep quadra:b8-17.85, area: 20885184.000000
cep quadra:b8-17.86, area: 20894880.000000
cep quadra:b8-17.87, area: 20904576.000000
cep quadra:b8-17.88, area: 20914272.000000
cep quadra:b8-17.89, area: 20923968.000000
cep quadra:b8-17.90, area: 20933664.000000
cep quadra:b8-17.91, area: 20943360.000000
cep quadra:b8-17.92, area: 20953056.000000
cep quadra:b8-17.93, area: 20962752.000000
cep quadra:b8-17.94, area: 20972448.000000
cep quadra:b8-17.95, area: 20982144.000000
cep quadra:b8-17.96, area: 20991840.000000
cep quadra:b8-17.97, area: 21001536.000000
cep quadra:b8-17.98, area: 21011232.000000
cep quadra:b8-17.99, area: 21020928.000000
cep quadra:b8-17.100, area: 21030624.000000
cep quadra:b8-17.101, area: 21040320.000000
cep quadra:b8-17.102, area: 21050016.000000
cep quadra:b8-17.103, area: 21059712.000000
cep quadra:b8-17.104, area: 21069408.000000
cep quadra:b8-17.105, area: 21079104.000000
cep quadra:b8-17.106, area: 21088800.000000
cep quadra:b8-17.107, area: 21098496.000000
cep quadra:b8-17.108, area: 21108192.000000
cep quadra:b8-17.109, area: 21117888.000000
cep quadra:b8-17.110, area: 21127584.000000
cep quadra:b8-17.111, area: 21137280.000000
cep quadra:b8-17.112, area: 21146976.000000
cep quadra:b8-17.113, area: 21156672.000000
cep quadra:b8-17.114, area: 21166368.000000
cep quadra:b8-17.115, area: 21176064.000000
cep quadra:b8-17.116, area: 21185760.000000
cep quadra:b8-17.117, area: 21195456.000000
cep quadra:b8-17.118, area: 21205152.000000
cep quadra:b8-17.119, area: 21214848.000000
cep quadra:b8-17.120, area: 21224544.000000
cep quadra:b8-17.121, area: 21234240.000000
cep quadra:b8-17.122, area: 21243936.000000
cep quadra:b8-17.123, area: 21253632.000000
cep quadra:b8-17.124, area: 21263328.000000
cep quadra:b8-17.125, area: 21273024.000000
cep quadra:b8-17.126, area: 21282720.000000
cep quadra:b8-17.127, area: 21292416.000000
cep quadra:b8-17.128, area: 21302112.000000
cep quadra:b8-17.129, area: 21311808.000000
cep quadra:b8-17.130, area: 21321504.000000
cep quadra:b8-17.131, area: 21331200.000000
cep quadra:b8-17.132, area: 21340896.000000
cep quadra:b8-17.133, area: 21350592.000000
cep quadra:b8-17.134, area: 21360288.000000
cep quadra:b8-17.135, area: 21369984.000000
cep quadra:b8-17.136, area: 21379680.000000
cep quadra:b8-17.137, area: 21389376.000000
cep quadra:b8-17.138, area: 21399072.000000
cep quadra:b8-17.139, area: 21408768.000000
cep quadra:b8-17.140, area: 21418464.000000
cep quadra:b8-17.141, area: 21428160.000000
cep quadra:b8-17.142, area: 21437856.000000
cep quadra:b8-17.143, area: 21447552.000000
cep quadra:b8-17.144, area: 21457248.000000
cep quadra:b8-17.145, area: 21466944.000000
cep quadra:b8-17.146, area: 21476640.000000
cep quadra:b8-17.147, area: 21486336.000000
cep quadra:b8-17.148, area: 21496032.000000
cep quadra:b8-17.149, area: 21505728.000000
cep quadra:b8-17.150, area: 21515424.000000
cep quadra:b8-17.151, area: 21525120.000000
cep quadra:b8-17.152, area: 21534816.000000
cep quadra:b8-17.153, area: 21544512.000000
cep quadra:b8-17.154, area: 21554208.000000
cep quadra:b8-17.155, area: 21563904.000000
cep quadra:b8-17.156, area: 21573600.000000
cep quadra:b8-17.157, area: 21583296.000000
cep quadra:b8-17.158, area: 21592992.000000
cep quadra:b8-17.159, area: 21602688.000000
cep quadra:b8-17.160, area: 21612384.000000
cep quadra:b8-17.161, area: 21622080.000000
cep quadra:b8-17.162, area: 21631776.000000
cep quadra:b8-17.163, area: 21641472.000000
cep quadra:b8-17.164, area: 21651168.000000
cep quadra:b8-17.165, area: 21660864.000000
cep quadra:b8-17.166, area: 21670560.000000
cep quadra:b8-17.167, area: 21680256.000000
cep quadra:b8-17.168, area: 21689952.000000
cep quadra:b8-17.169, area: 21699648.000000
cep quadra:b8-17.170, area: 21709344.000000
cep quadra:b8-17.171, area: 21719040.000000
cep quadra:b8-17.172, area: 21728736.000000
cep quadra:b8-17.173, area: 21738432.000000
cep quadra:b8-17.174, area: 21748128.000000
cep quadra:b8-17.175, area: 21757824.000000
cep quadra:b8-17.176, area: 21767520.000000
cep quadra:b8-17.177, area: 21777216.000000
cep quadra:b8-17.178, area: 21786912.000000
cep quadra:b8-17.179, area: 21796608.000000
cep quadra:b8-17.180, area: 21806304.000000
cep quadra:b8-17.181, area: 21816000.000000
cep quadra:b8-17.182, area: 21825696.000000
cep quadra:b8-17.183, area: 21835392.000000
cep quadra:b8-17.184, area: 21845088.000000
cep quadra:b8-17.185, area: 21854784.000000
cep quadra:b8-17.186, area: 21864480.000000
cep quadra:b8-17.187, area: 21874176.000000
cep quadra:b8-17.188, area: 21883872.000000
cep quadra:b8-17.189, area: 21893568.000000
cep quadra:b8-17.190, area: 21903264.000000
cep quadra:b8-17.191, area: 21912960.000000
cep quadra:b8-17.192, area: 21922656.000000
cep quadra:b8-17.193, area: 21932352.000000
cep quadra:b8-17.194, area: 21942048.000000
cep quadra:b8-17.195, area: 21951744.000000
cep quadra:b8-17.196, area: 21961440.000000
cep quadra:b8-17.197, area: 21971136.000000
cep quadra:b8-17.198, area: 21980832.000000
cep quadra:b8-17.199, area: 21990528.000000
cep quadra:b8-17.200, area: 22000224.000000
cep quadra:b8-17.201, area: 22009920.000000
cep quadra:b8-17.202, area: 22019616.000000
cep quadra:b8-17.203, area: 22029312.000000
cep quadra:b8-17.204, area: 22039008.000000
cep quadra:b8-17.205, area: 22048704.000000
cep quadra:b8-17.206, area: 22058400.000000
cep quadra:b8-17.207, area: 22068096.000000
cep quadra:b8-17.208, area: 22077792.000000
cep quadra:b8-17.209, area: 22087488.000000
cep quadra:b8-18.76, area: 22097184.000000
cep quadra:b8-18.77, area: 22106880.000000
cep quadra:b8-18.78, area: 22116576.000000
cep quadra:b8-18.79, area: 22126272.000000
cep quadra:b8-18.80, area: 22135968.000000
cep quadra:b8-18.81, area: 22145664.000000
cep quadra:b8-18.82, area: 22155360.000000
cep quadra:b8-18.83, area: 22165056.000000
cep quadra:b8-18.84, area: 22174752.000000
cep quadra:b8-18.85, area: 22184448.000000
cep quadra:b8-18.86, area: 22194144.000000
cep quadra:b8-18.87, area: 22203840.000000
cep quadra:b8-18.88, area: 22213536.000000
cep quadra:b8-18.89, area: 22223232.000000
cep quadra:b8-18.90, area: 22232928.000000
cep quadra:b8-18.91, area: 22242624.000000
cep quadra:b8-18.92, area: 22252320.000000
cep quadra:b8-18.93, area: 22262016.000000
cep quadra:b8-18.94, area: 22271712.000000
cep quadra:b8-18.95, area: 22281408.000000
cep quadra:b8-18.96, area: 22291104.000000
cep quadra:b8-18.97, area: 22300800.000000
cep quadra:b8-18.98, area: 22310496.000000
cep quadra:b8-18.99, area: 22320192.000000
cep quadra:b8-18.100, area: 22329888.000000
cep quadra:b8-18.101, area: 22339584.000000
cep quadra:b8-18.102, area: 22349280.000000
cep quadra:b8-18.103, area: 22358976.000000
cep quadra:b8-18.104, area: 22368672.000000
cep quadra:b8-18.105, area: 22378368.000000
cep quadra:b8-18.106, area: 22388064.000000
cep quadra:b8-18.107, area: 22397760.000000
cep quadra:b8-18.108, area: 22407456.000000
cep quadra:b8-18.109, area: 22417152.000000
cep quadra:b8-18.110, area: 22426848.000000
cep quadra:b8-18.111, area: 22436544.000000
cep quadra:b8-18.112, area: 22446240.000000
cep quadra:b8-18.113, area: 22455936.000000
cep quadra:b8-18.114, area: 22465632.000000
cep quadra:b8-18.115, area: 22475328.000000
cep quadra:b8-18.116, area: 22485024.000000
cep quadra:b8-18.117, area: 22494720.000000
cep quadra:b8-18.118, area: 22504416.000000
cep quadra:b8-18.119, area: 22514112.000000
cep quadra:b8-18.120, area: 22523808.000000
cep quadra:b8-18.121, area: 22533504.000000
cep quadra:b8-18.122, area: 22543200.000000
cep quadra:b8-18.123, area: 22552896.000000
cep quadra:b8-18.124, area: 22562592.000000
cep quadra:b8-18.125, area: 22572288.000000
cep quadra:b8-18.126, area: 22581984.000000
cep quadra:b8-18.127, area: 22591680.000000
cep quadra:b8-18.128, area: 22601376.000000
cep quadra:b8-18.129, area: 22611072.000000
cep quadra:b8-18.130, area: 22620768.000000
cep quadra:b8-18.131, area: 22630464.000000
cep quadra:b8-18.132, area: 22640160.000000
cep quadra:b8-18.133, area: 22649856.000000
cep quadra:b8-18.134, area: 22659552.000000
cep quadra:b8-18.135, area: 22669248.000000
cep quadra:b8-18.136, area: 22678944.000000
cep quadra:b8-18.137, area: 22688640.000000
cep quadra:b8-18.138, area: 22698336.000000
cep quadra:b8-18.139, area: 22708032.000000
cep quadra:b8-18.140, area: 22717728.000000
cep quadra:b8-18.141, area: 22727424.000000
cep quadra:b8-18.142, area: 22737120.000000
cep quadra:b8-18.143, area: 22746816.000000
cep quadra:b8-18.144, area: 22756512.000000
cep quadra:b8-18.145, area: 22766208.000000
cep quadra:b8-18.146, area: 22775904.000000
cep quadra:b8-18.147, area: 22785600.000000
cep quadra:b8-18.148, area: 22795296.000000
cep quadra:b8-18.149, area: 22804992.000000
cep quadra:b8-18.150, area: 22814688.000000
cep quadra:b8-18.151, area: 22824384.000000
cep quadra:b8-18.152, area: 22834080.000000
cep quadra:b8-18.153, area: 22843776.000000
cep quadra:b8-18.154, area: 22853472.000000
cep quadra:b8-18.155, area: 22863168.000000
cep quadra:b8-18.156, area: 22872864.000000
cep quadra:b8-18.157, area: 22882560.000000
cep quadra:b8-18.158, area: 22892256.000000
cep quadra:b8-18.159, area: 22901952.000000
cep quadra:b8-18.160, area: 22911648.000000
cep quadra:b8-18.161, area: 22921344.000000
cep quadra:b8-18.162, area: 22931040.000000
cep quadra:b8-18.163, area: 22940736.000000
cep quadra:b8-18.164, area: 22950432.000000
cep quadra:b8-18.165, area: 22960128.000000
cep quadra:b8-18.166, area: 22969824.000000
cep quadra:b8-18.167, area: 22979520.000000
cep quadra:b8-18.168, area: 22989216.000000
cep quadra:b8-18.169, area: 22998912.000000
cep quadra:b8-18.170, area: 23008608.000000
cep quadra:b8-18.171, area: 23018304.000000
cep quadra:b8-18.172, area: 23028000.000000
cep quadra:b8-18.173, area: 23037696.000000
cep quadra:b8-18.174, area: 23047392.000000
cep quadra:b8-18.175, area: 23057088.000000
cep quadra:b8-18.176, area: 23066784.000000
cep quadra:b8-18.177, area: 23076480.000000
cep quadra:b8-18.178, area: 23086176.000000
cep quadra:b8-18.179, area: 23095872.000000
cep quadra:b8-18.180, area: 23105568.000000
cep quadra:b8-18.181, area: 23115264.000000
cep quadra:b8-18.182, area: 23124960.000000
cep quadra:b8-18.183, area: 23134656.000000
cep quadra:b8-18.184, area: 23144352.000000
cep quadra:b8-18.185, area: 23154048.000000
cep quadra:b8-18.186, area: 23163744.000000
cep quadra:b8-18.187, area: 23173440.000000
cep quadra:b8-18.188, area: 23183136.000000
cep quadra:b8-18.189, area: 23192832.000000
cep quadra:b8-18.190, area: 23202528.000000
cep quadra:b8-18.191, area: 23212224.000000
cep quadra:b8-18.192, area: 23221920.000000
cep quadra:b8-18.193, area: 23231616.000000
cep quadra:b8-18.194, area: 23241312.000000
cep quadra:b8-18.195, area: 23251008.000000
cep quadra:b8-18.196, area: 23260704.000000
cep quadra:b8-18.197, area: 23270400.000000
cep quadra:b8-18.198, area: 23280096.000000
cep quadra:b8-18.199, area: 23289792.000000
cep quadra:b8-18.200, area: 23299488.000000
cep quadra:b8-18.201, area: 23309184.000000
cep quadra:b8-18.202, area: 23318880.000000
cep quadra:b8-18.203, area: 23328576.000000
cep quadra:b8-18.204, area: 23338272.000000
cep quadra:b8-18.205, area: 23347968.000000
cep quadra:b8-18.206, area: 23357664.000000
cep quadra:b8-18.207, area: 23367360.000000
cep quadra:b8-18.208, area: 23377056.000000
cep quadra:b8-18.209, area: 23386752.000000
cep quadra:b8-19.76, area: 23396448.000000
cep quadra:b8-19.77, area: 23406144.000000
cep quadra:b8-19.78, area: 23415840.000000
cep quadra:b8-19.79, area: 23425536.000000
cep quadra:b8-19.80, area: 23435232.000000
cep quadra:b8-19.81, area: 23444928.000000
cep quadra:b8-19.82, area: 23454624.000000
cep quadra:b8-19.83, area: 23464320.000000
cep quadra:b8-19.84, area: 23474016.000000
cep quadra:b8-19.85, area: 23483712.000000
cep quadra:b8-19.86, area: 23493408.000000
cep quadra:b8-19.87, area: 23503104.000000
cep quadra:b8-19.88, area: 23512800.000000
cep quadra:b8-19.89, area: 23522496.000000
cep quadra:b8-19.90, area: 23532192.000000
cep quadra:b8-19.91, area: 23541888.000000
cep quadra:b8-19.92, area: 23551584.000000
cep quadra:b8-19.93, area: 23561280.000000
cep quadra:b8-19.94, area: 23570976.000000
cep quadra:b8-19.95, area: 23580672.000000
cep quadra:b8-19.96, area: 23590368.000000
cep quadra:b8-19.97, area: 23600064.000000
cep quadra:b8-19.98, area: 23609760.000000
cep quadra:b8-19.99, area: 23619456.000000
cep quadra:b8-19.100, area: 23629152.000000
cep quadra:b8-19.101, area: 23638848.000000
cep quadra:b8-19.102, area: 23648544.000000
cep quadra:b8-19.103, area: 23658240.000000
cep quadra:b8-19.104, area: 23667936.000000
cep quadra:b8-19.105, area: 23677632.000000
cep quadra:b8-19.106, area: 23687328.000000
cep quadra:b8-19.107, area: 23697024.000000
cep quadra:b8-19.108, area: 23706720.000000
cep quadra:b8-19.109, area: 23716416.000000
cep quadra:b8-19.110, area: 23726112.000000
cep quadra:b8-19.111, area: 23735808.000000
cep quadra:b8-19.112, area: 23745504.000000
cep quadra:b8-19.113, area: 23755200.000000
cep quadra:b8-19.114, area: 23764896.000000
cep quadra:b8-19.115, area: 23774592.000000
cep quadra:b8-19.116, area: 23784288.000000
cep quadra:b8-19.117, area: 23793984.000000
cep quadra:b8-19.118, area: 23803680.000000
cep quadra:b8-19.119, area: 23813376.000000
cep quadra:b8-19.120, area: 23823072.000000
cep quadra:b8-19.121, area: 23832768.000000
cep quadra:b8-19.122, area: 23842464.000000
cep quadra:b8-19.123, area: 23852160.000000
cep quadra:b8-19.124, area: 23861856.000000
cep quadra:b8-19.125, area: 23871552.000000
cep quadra:b8-19.126, area: 23881248.000000
cep quadra:b8-19.127, area: 23890944.000000
cep quadra:b8-19.128, area: 23900640.000000
cep quadra:b8-19.129, area: 23910336.000000
cep quadra:b8-19.130, area: 23920032.000000
cep quadra:b8-19.131, area: 23929728.000000
cep quadra:b8-19.132, area: 23939424.000000
cep quadra:b8-19.133, area: 23949120.000000
cep quadra:b8-19.134, area: 23958816.000000
cep quadra:b8-19.135, area: 23968512.000000
cep quadra:b8-19.136, area: 23978208.000000
cep quadra:b8-19.137, area: 23987904.000000
cep quadra:b8-19.138, area: 23997600.000000
cep quadra:b8-19.139, area: 24007296.000000
cep quadra:b8-19.140, area: 24016992.000000
cep quadra:b8-19.141, area: 24026688.000000
cep quadra:b8-19.142, area: 24036384.000000
cep quadra:b8-19.143, area: 24046080.000000
cep quadra:b8-19.144, area: 24055776.000000
cep quadra:b8-19.145, area: 24065472.000000
cep quadra:b8-19.146, area: 24075168.000000
cep quadra:b8-19.147, area: 24084864.000000
cep quadra:b8-19.148, area: 24094560.000000
cep quadra:b8-19.149, area: 24104256.000000
cep quadra:b8-19.150, area: 24113952.000000
cep quadra:b8-19.151, area: 24123648.000000
cep quadra:b8-19.152, area: 24133344.000000
cep quadra:b8-19.153, area: 24143040.000000
cep quadra:b8-19.154, area: 24152736.000000
cep quadra:b8-19.155, area: 24162432.000000
cep quadra:b8-19.156, area: 24172128.000000
cep quadra:b8-19.157, area: 24181824.000000
cep quadra:b8-19.158, area: 24191520.000000
cep quadra:b8-19.159, area: 24201216.000000
cep quadra:b8-19.160, area: 24210912.000000
cep quadra:b8-19.161, area: 24220608.000000
cep quadra:b8-19.162, area: 24230304.000000
cep quadra:b8-19.163, area: 24240000.000000
cep quadra:b8-19.164, area: 24249696.000000
cep quadra:b8-19.165, area: 24259392.000000
cep quadra:b8-19.166, area: 24269088.000000
cep quadra:b8-19.167, area: 24278784.000000
cep quadra:b8-19.168, area: 24288480.000000
cep quadra:b8-19.169, area: 24298176.000000
cep quadra:b8-19.170, area: 24307872.000000
cep quadra:b8-19.171, area: 24317568.000000
cep quadra:b8-19.172, area: 24327264.000000
cep quadra:b8-19.173, area: 24336960.000000
cep quadra:b8-19.174, area: 24346656.000000
cep quadra:b8-19.175, area: 24356352.000000
cep quadra:b8-19.176, area: 24366048.000000
cep quadra:b8-19.177, area: 24375744.000000
cep quadra:b8-19.178, area: 24385440.000000
cep quadra:b8-19.179, area: 24395136.000000
cep quadra:b8-19.180, area: 24404832.000000
cep quadra:b8-19.181, area: 24414528.000000
cep quadra:b8-19.182, area: 24424224.000000
cep quadra:b8-19.183, area: 24433920.000000
cep quadra:b8-19.184, area: 24443616.000000
cep quadra:b8-19.185, area: 24453312.000000
cep quadra:b8-19.186, area: 24463008.000000
cep quadra:b8-19.187, area: 24472704.000000
cep quadra:b8-19.188, area: 24482400.000000
cep quadra:b8-19.189, area: 24492096.000000
cep quadra:b8-19.190, area: 24501792.000000
cep quadra:b8-19.191, area: 24511488.000000
cep quadra:b8-19.192, area: 24521184.000000
cep quadra:b8-19.193, area: 24530880.000000
cep quadra:b8-19.194, area: 24540576.000000
cep quadra:b8-19.195, area: 24550272.000000
cep quadra:b8-19.196, area: 24559968.000000
cep quadra:b8-19.197, area: 24569664.000000
cep quadra:b8-19.198, area: 24579360.000000
cep quadra:b8-19.199, area: 24589056.000000
cep quadra:b8-19.200, area: 24598752.000000
cep quadra:b8-19.201, area: 24608448.000000
cep quadra:b8-19.202, area: 24618144.000000
cep quadra:b8-19.203, area: 24627840.000000
cep quadra:b8-19.204, area: 24637536.000000
cep quadra:b8-19.205, area: 24647232.000000
cep quadra:b8-19.206, area: 24656928.000000
cep quadra:b8-19.207, area: 24666624.000000
